"Dist Code","Year","State Code","State Name","Dist Name","JANUARY RAINFALL (Millimeters)","FEBRUARY RAINFALL (Millimeters)","MARCH RAINFALL (Millimeters)","APRIL RAINFALL (Millimeters)","MAY RAINFALL (Millimeters)","JUNE RAINFALL (Millimeters)","JULY RAINFALL (Millimeters)","AUGUST RAINFALL (Millimeters)","SEPTEMBER RAINFALL (Millimeters)","OCTOBER RAINFALL (Millimeters)","NOVEMBER RAINFALL (Millimeters)","DECEMBER RAINFALL (Millimeters)","ANNUAL RAINFALL (Millimeters)"
"78","1981","5","Karnataka","Raichur","5.1","0.0","9.8","8.7","31.9","118.2","77.4","137.8","284.1","127.8","34.9","0.3","836.1"
"78","1982","5","Karnataka","Raichur","0.0","0.0","0.0","7.5","61.6","117.4","169.5","53.1","207.5","81.0","72.6","0.0","770.2"
"78","1983","5","Karnataka","Raichur","0.0","0.0","0.0","0.0","20.8","120.6","114.0","175.8","299.2","52.3","9.3","5.4","797.4"
"78","1984","5","Karnataka","Raichur","0.0","0.9","2.0","9.5","3.1","43.6","207.8","44.4","104.9","99.3","0.0","0.4","516.0"
"78","1985","5","Karnataka","Raichur","0.0","0.0","0.0","26.0","26.8","60.3","138.6","51.1","79.7","176.2","1.5","0.6","560.7"
"78","1986","5","Karnataka","Raichur","18.1","15.5","0.8","11.5","30.1","127.3","75.2","107.0","153.7","33.7","49.2","3.0","625.0"
"78","1987","5","Karnataka","Raichur","0.7","0.0","0.0","0.2","32.7","132.1","42.4","254.3","108.7","161.9","76.6","30.1","839.7"
"78","1988","5","Karnataka","Raichur","0.0","0.2","2.9","34.4","12.7","58.5","155.0","236.0","187.9","10.1","0.0","9.5","707.1"
"78","1989","5","Karnataka","Raichur","0.0","0.0","25.4","1.3","11.0","44.9","158.4","30.7","211.5","19.1","12.4","2.4","517.1"
"78","1990","5","Karnataka","Raichur","2.0","0.0","1.0","13.0","124.0","122.0","58.0","129.0","56.0","119.0","19.0","-1.0","643.0"
"78","1991","5","Karnataka","Raichur","2.0","0.0","0.0","52.0","57.0","222.0","90.0","69.0","80.0","36.0","15.0","-1.0","623.0"
"78","1992","5","Karnataka","Raichur","0.0","0.0","0.0","19.0","86.0","69.0","80.0","96.0","74.0","58.0","188.0","0.0","669.0"
"78","1993","5","Karnataka","Raichur","-1.0","0.0","3.0","4.8","25.0","26.1","106.1","166.4","141.3","239.2","5.7","48.6","766.2"
"78","1994","5","Karnataka","Raichur","1.7","1.2","0.0","22.5","6.6","35.0","55.1","71.6","10.4","267.1","7.7","0.0","478.9"
"78","1995","5","Karnataka","Raichur","12.0","0.0","4.0","4.0","34.0","97.0","102.0","104.0","79.0","140.0","5.0","0.0","581.0"
"78","1996","5","Karnataka","Raichur","0.0","0.0","0.0","20.0","26.0","149.0","27.0","158.0","205.0","134.0","8.0","6.0","733.0"
"78","1997","5","Karnataka","Raichur","5.0","0.0","10.0","12.0","11.0","58.0","41.0","53.0","72.0","48.0","47.0","34.0","391.0"
"78","1998","5","Karnataka","Raichur","0.0","0.0","0.0","5.0","14.0","64.0","101.0","145.0","299.0","198.0","11.0","0.0","837.0"
"78","1999","5","Karnataka","Raichur","0.0","1.0","1.0","0.0","72.0","57.0","39.0","125.0","114.0","84.0","0.0","0.0","493.0"
"78","2000","5","Karnataka","Raichur","0.0","17.0","0.0","2.0","24.0","96.0","71.0","172.0","106.0","143.0","4.0","0.0","635.0"
"78","2001","5","Karnataka","Raichur","0.0","0.0","0.0","18.0","14.0","31.0","32.0","70.0","263.0","182.0","0.0","0.0","610.0"
"78","2002","5","Karnataka","Raichur","3.0","3.0","0.0","0.0","64.0","95.0","73.0","81.0","112.0","149.0","0.0","0.0","580.0"
"78","2003","5","Karnataka","Raichur","-1.0","-1.0","-1.0","5.0","0.0","67.0","165.0","99.0","85.0","77.0","1.0","4.0","-1.0"
"78","2004","5","Karnataka","Raichur","9.0","0.0","0.0","32.0","112.0","58.0","98.0","22.0","154.0","86.0","2.0","0.0","573.0"
"78","2005","5","Karnataka","Raichur","3.0","0.0","2.0","30.0","98.0","36.0","165.0","126.0","153.0","212.0","2.0","0.0","827.0"
"78","2006","5","Karnataka","Raichur","0.0","0.0","104.0","16.0","68.0","78.0","21.0","26.0","169.0","43.0","38.0","0.0","563.0"
"78","2007","5","Karnataka","Raichur","0.0","0.0","0.0","17.0","37.8","253.1","56.0","76.3","204.4","58.3","4.9","0.0","707.8"
"78","2008","5","Karnataka","Raichur","0.0","0.0","1.0","23.0","52.0","16.0","41.0","91.0","133.0","48.0","17.0","1.0","348.0"
"78","2009","5","Karnataka","Raichur","0.0","0.0","2.7","3.8","45.1","67.0","13.4","128.0","220.5","698.1","0.0","0.0","1178.6"
"78","2010","5","Karnataka","Raichur","13.0","0.0","0.0","4.0","25.0","96.0","138.0","230.0","72.0","45.0","30.0","1.0","653.0"
"78","2011","5","Karnataka","Raichur","0.0","0.0","0.0","16.0","23.0","58.0","92.0","96.0","37.0","35.0","0.0","0.0","358.0"
"78","2012","5","Karnataka","Raichur","0.0","0.0","0.0","31.2","9.3","24.9","87.3","77.1","89.9","45.2","46.9","0.1","411.9"
"78","2013","5","Karnataka","Raichur","0.0","14.3","0.0","19.8","53.7","105.8","125.1","90.2","220.7","123.6","3.9","0.0","757.1"
"78","2014","5","Karnataka","Raichur","0.0","2.6","27.6","17.6","95.0","32.4","62.6","249.4","91.2","61.5","3.5","8.1","651.5"
"78","2015","5","Karnataka","Raichur","2.8","0.0","15.5","69.4","28.7","25.1","33.0","60.0","270.4","57.9","3.1","2.3","568.2"
"79","1966","5","Karnataka","Gulbarga / Kalaburagi","28.6","0.0","4.2","11.6","42.7","65.6","125.0","147.9","191.8","13.9","48.1","3.2","682.7"
"79","1967","5","Karnataka","Gulbarga / Kalaburagi","6.3","0.0","18.9","13.3","13.9","64.8","248.9","71.9","225.6","46.3","0.0","0.4","710.2"
"79","1968","5","Karnataka","Gulbarga / Kalaburagi","5.8","24.6","3.5","26.3","12.8","86.0","139.1","10.9","279.8","81.8","17.5","0.0","688.2"
"79","1969","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","2.3","9.2","24.5","74.5","111.9","113.1","279.0","60.8","35.4","0.1","710.9"
"79","1970","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.0","10.8","50.7","89.8","160.8","243.8","178.3","70.1","0.0","0.0","804.3"
"79","1971","5","Karnataka","Gulbarga / Kalaburagi","3.8","0.0","0.0","8.4","48.2","71.8","19.1","122.2","88.0","128.3","0.0","0.0","489.9"
"79","1972","5","Karnataka","Gulbarga / Kalaburagi","0.0","8.8","0.2","8.2","14.2","70.2","44.2","20.2","94.4","23.5","38.1","1.7","323.8"
"79","1973","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.0","2.9","16.7","88.1","92.0","193.8","156.0","300.4","6.3","0.2","856.4"
"79","1974","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.3","19.7","51.1","114.0","88.1","104.9","187.3","211.5","0.0","0.0","776.8"
"79","1975","5","Karnataka","Gulbarga / Kalaburagi","16.7","0.9","2.0","7.2","40.5","67.0","328.4","132.9","258.6","416.2","3.2","0.0","1273.7"
"79","1976","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.0","26.5","5.2","83.8","171.4","222.1","78.3","8.2","45.3","0.0","640.7"
"79","1977","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","10.3","27.9","52.2","209.6","124.7","194.1","63.5","189.7","58.3","0.6","930.9"
"79","1978","5","Karnataka","Gulbarga / Kalaburagi","0.0","20.4","1.2","21.2","43.6","78.5","151.1","202.1","253.3","59.8","22.8","3.6","857.7"
"79","1979","5","Karnataka","Gulbarga / Kalaburagi","2.4","19.5","4.4","7.3","103.9","126.3","80.8","50.9","328.7","35.6","82.3","0.0","842.1"
"79","1980","5","Karnataka","Gulbarga / Kalaburagi","0.4","0.3","1.4","19.5","8.1","91.5","55.8","204.5","123.0","1.5","4.6","1.6","512.2"
"79","1981","5","Karnataka","Gulbarga / Kalaburagi","11.2","0.0","12.7","6.1","20.7","162.5","75.6","155.9","354.7","71.0","13.5","0.0","883.8"
"79","1982","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","1.5","11.7","20.6","53.2","200.5","33.3","214.4","58.4","45.2","0.0","638.7"
"79","1983","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.1","0.0","0.2","15.1","124.3","142.2","234.9","307.1","98.6","1.9","5.6","929.8"
"79","1984","5","Karnataka","Gulbarga / Kalaburagi","0.0","9.0","0.6","1.0","0.0","39.7","269.3","70.6","136.0","112.3","4.0","0.0","642.6"
"79","1985","5","Karnataka","Gulbarga / Kalaburagi","1.4","0.0","1.2","16.6","20.5","107.9","111.1","52.2","111.8","128.9","0.2","1.0","552.8"
"79","1986","5","Karnataka","Gulbarga / Kalaburagi","21.1","14.8","2.6","24.2","22.6","84.6","82.1","143.7","108.6","16.3","37.7","5.9","564.3"
"79","1987","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.6","0.9","30.5","108.3","91.0","210.3","92.2","133.6","97.5","14.5","779.7"
"79","1988","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.6","0.0","41.7","17.9","67.4","224.8","241.5","274.2","11.9","0.3","21.8","902.1"
"79","1989","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","32.0","7.3","12.6","89.3","274.6","62.3","221.0","27.6","4.0","14.4","745.3"
"79","1990","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.0","0.0","84.0","188.0","85.0","290.0","160.0","165.0","10.0","-1.0","982.0"
"79","1991","5","Karnataka","Gulbarga / Kalaburagi","0.6","0.0","0.7","33.0","35.0","213.0","168.0","71.0","64.0","28.0","23.0","-1.0","636.3"
"79","1992","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.0","18.0","60.0","70.0","67.0","126.0","101.0","87.0","131.0","0.0","660.0"
"79","1993","5","Karnataka","Gulbarga / Kalaburagi","-1.0","0.5","4.3","20.7","30.3","19.9","114.7","133.1","146.1","148.5","0.0","23.8","641.9"
"79","1994","5","Karnataka","Gulbarga / Kalaburagi","4.1","1.4","0.0","19.3","9.2","67.8","58.2","118.3","30.3","237.0","8.5","0.0","554.1"
"79","1995","5","Karnataka","Gulbarga / Kalaburagi","54.0","1.0","3.0","13.0","17.0","90.0","143.0","141.0","101.0","183.0","10.0","0.0","756.0"
"79","1996","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.0","24.0","9.0","119.0","84.0","218.0","218.0","126.0","10.0","0.0","808.0"
"79","1997","5","Karnataka","Gulbarga / Kalaburagi","11.0","0.0","5.0","20.0","15.0","73.0","98.0","53.0","110.0","87.0","31.0","30.0","533.0"
"79","1998","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.0","5.0","16.0","84.0","156.0","179.0","297.0","208.0","7.0","0.0","952.0"
"79","1999","5","Karnataka","Gulbarga / Kalaburagi","0.0","1.0","0.0","1.0","85.0","79.0","71.0","112.0","101.0","98.0","0.0","0.0","548.0"
"79","2000","5","Karnataka","Gulbarga / Kalaburagi","0.0","1.0","0.0","3.0","37.0","145.0","126.0","188.0","128.0","112.0","0.0","0.0","740.0"
"79","2001","5","Karnataka","Gulbarga / Kalaburagi","5.0","0.0","0.0","16.0","4.0","65.0","33.0","128.0","226.0","135.0","3.0","0.0","615.0"
"79","2002","5","Karnataka","Gulbarga / Kalaburagi","13.0","3.0","1.0","9.0","31.0","76.0","77.0","128.0","69.0","124.0","1.0","0.0","532.0"
"79","2003","5","Karnataka","Gulbarga / Kalaburagi","-1.0","-1.0","-1.0","7.0","0.0","57.0","137.0","167.0","127.0","31.0","0.0","0.0","-1.0"
"79","2004","5","Karnataka","Gulbarga / Kalaburagi","9.0","0.0","1.0","38.0","118.0","59.0","138.0","33.0","147.0","79.0","4.0","0.0","626.0"
"79","2005","5","Karnataka","Gulbarga / Kalaburagi","5.0","0.0","0.0","20.0","99.0","59.0","204.0","150.0","219.0","120.0","1.0","0.0","877.0"
"79","2006","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","27.0","27.0","73.0","104.0","50.0","58.0","169.0","54.0","31.0","0.0","593.0"
"79","2007","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.3","5.5","23.9","237.3","84.5","149.3","234.5","14.7","14.1","0.1","764.2"
"79","2008","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","0.0","16.0","27.0","45.0","103.0","149.0","161.0","62.0","13.0","2.0","535.0"
"79","2009","5","Karnataka","Gulbarga / Kalaburagi","0.0","0.0","7.5","7.7","30.4","98.8","45.0","198.9","293.2","180.1","0.0","0.0","861.6"
"79","2010","5","Karnataka","Gulbarga / Kalaburagi","2.0","4.0","0.0","7.0","19.0","93.0","243.0","242.0","152.0","82.0","36.0","0.0","881.0"
"79","2011","5","Karnataka","Gulbarga / Kalaburagi","0.0","10.0","1.0","26.0","27.0","50.0","198.0","182.0","43.0","57.0","1.0","0.0","593.0"
"79","2012","5","Karnataka","Gulbarga / Kalaburagi","0.2","0.0","0.0","48.5","15.7","97.5","143.8","135.8","98.9","108.7","18.6","0.0","667.7"
"79","2013","5","Karnataka","Gulbarga / Kalaburagi","0.0","12.1","2.6","25.8","40.3","112.7","192.9","77.0","294.7","74.8","5.7","0.3","838.9"
"79","2014","5","Karnataka","Gulbarga / Kalaburagi","0.0","4.7","34.5","31.6","77.0","42.6","104.1","237.9","125.6","38.3","31.0","8.3","735.6"
"79","2015","5","Karnataka","Gulbarga / Kalaburagi","5.3","0.0","35.5","94.1","16.5","58.7","61.8","117.2","169.6","32.2","0.5","3.9","595.3"
"80","1966","5","Karnataka","Dakshina Kannada","14.3","0.0","1.8","30.2","244.1","652.1","1189.3","316.7","283.3","322.3","140.1","36.9","3231.1"
"80","1967","5","Karnataka","Dakshina Kannada","7.6","0.0","0.0","13.0","146.9","730.7","1539.7","970.4","252.7","138.9","25.1","5.3","3830.2"
"80","1968","5","Karnataka","Dakshina Kannada","7.6","0.0","22.1","46.0","21.0","1020.5","2086.7","590.9","430.7","201.4","45.6","0.1","4472.7"
"80","1969","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0","60.1","68.5","908.3","1451.2","572.8","634.4","207.6","135.9","31.3","4070.1"
"80","1970","5","Karnataka","Dakshina Kannada","0.0","0.0","7.6","40.8","239.3","942.3","1500.5","1403.6","420.3","226.3","95.4","0.1","4876.2"
"80","1971","5","Karnataka","Dakshina Kannada","0.0","0.3","1.5","36.0","380.6","1470.6","1348.0","774.1","255.4","70.2","10.8","9.5","4356.9"
"80","1972","5","Karnataka","Dakshina Kannada","0.0","0.6","0.0","21.0","254.4","906.6","1228.2","746.0","177.5","301.2","45.2","17.3","3697.9"
"80","1973","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0","37.0","126.6","953.1","1116.6","1105.2","182.7","161.8","89.2","16.8","3789.0"
"80","1974","5","Karnataka","Dakshina Kannada","0.0","0.0","6.8","45.5","232.2","444.5","1779.5","911.3","485.1","252.3","28.8","0.0","4186.1"
"80","1975","5","Karnataka","Dakshina Kannada","1.2","0.0","22.7","25.8","181.1","1650.9","1162.9","1388.7","578.7","239.6","37.0","0.4","5289.0"
"80","1976","5","Karnataka","Dakshina Kannada","0.0","0.0","12.8","46.6","76.7","513.5","1305.8","801.3","407.4","89.7","220.9","33.2","3508.1"
"80","1977","5","Karnataka","Dakshina Kannada","0.0","3.7","6.6","47.1","160.5","973.8","1686.1","537.3","296.7","313.0","305.8","0.0","4330.5"
"80","1978","5","Karnataka","Dakshina Kannada","0.0","1.8","0.0","4.0","366.8","1581.0","1525.9","938.8","275.7","184.2","115.4","29.6","5023.3"
"80","1979","5","Karnataka","Dakshina Kannada","2.2","0.0","0.7","24.7","17.5","801.1","1221.0","646.5","271.5","163.6","155.8","12.6","3317.4"
"80","1980","5","Karnataka","Dakshina Kannada","0.0","0.0","2.7","147.1","113.0","1237.1","1510.4","1092.8","248.5","215.7","86.9","1.6","4655.7"
"80","1981","5","Karnataka","Dakshina Kannada","2.3","0.0","1.9","23.1","108.3","1272.7","1158.5","1072.3","394.9","173.8","74.4","6.1","4288.2"
"80","1982","5","Karnataka","Dakshina Kannada","0.0","0.2","1.2","5.3","154.0","978.9","1059.6","1543.3","192.3","201.9","41.5","0.2","4178.3"
"80","1983","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0","0.1","52.5","527.3","1209.0","1288.2","651.8","194.9","78.1","34.9","4036.8"
"80","1984","5","Karnataka","Dakshina Kannada","13.9","18.0","89.4","109.3","74.2","1362.2","894.2","634.3","202.7","234.6","26.5","0.4","3659.7"
"80","1985","5","Karnataka","Dakshina Kannada","15.5","0.0","4.0","36.8","179.6","1115.2","695.9","833.8","169.5","267.2","74.2","29.0","3420.7"
"80","1986","5","Karnataka","Dakshina Kannada","1.3","0.2","17.8","18.2","62.3","1147.3","694.2","901.5","300.9","170.3","143.4","6.1","3463.5"
"80","1987","5","Karnataka","Dakshina Kannada","0.0","0.0","0.8","5.2","121.6","756.8","569.2","701.3","185.8","306.2","157.4","23.8","2828.1"
"80","1988","5","Karnataka","Dakshina Kannada","0.0","0.7","0.0","74.6","48.6","806.6","1240.8","784.0","459.0","158.4","8.1","22.6","3603.4"
"80","1989","5","Karnataka","Dakshina Kannada","0.0","0.0","15.8","53.7","60.5","1038.4","1023.2","1085.2","307.0","293.4","82.1","0.0","3959.3"
"80","1990","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0","1.0","465.0","1034.0","1052.0","1159.0","238.0","277.0","70.0","-1.0","4296.0"
"80","1991","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0","52.0","139.0","1086.0","1493.0","983.0","66.0","156.0","47.0","-1.0","4022.0"
"80","1992","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0","15.0","119.0","972.0","1141.0","1077.0","426.0","141.0","343.0","0.0","4233.0"
"80","1993","5","Karnataka","Dakshina Kannada","-1.0","0.0","12.6","21.3","90.0","680.3","1546.9","666.1","215.3","407.2","40.0","31.8","3711.5"
"80","1994","5","Karnataka","Dakshina Kannada","9.7","0.0","3.1","81.8","71.7","1557.1","1755.1","884.3","205.6","427.1","55.5","0.0","5051.0"
"80","1995","5","Karnataka","Dakshina Kannada","2.0","0.0","1.0","26.0","244.0","743.0","1686.0","836.0","421.0","201.0","103.0","0.0","4263.0"
"80","1996","5","Karnataka","Dakshina Kannada","1.0","0.0","0.0","34.0","30.0","940.0","1341.0","856.0","419.0","259.0","48.0","38.0","3966.0"
"80","1997","5","Karnataka","Dakshina Kannada","1.0","0.0","15.0","22.0","37.0","1057.0","1889.0","1281.0","174.0","223.0","157.0","88.0","4944.0"
"80","1998","5","Karnataka","Dakshina Kannada","0.0","0.0","4.0","12.0","107.0","1226.0","1346.0","668.0","728.0","380.0","122.0","27.0","4620.0"
"80","1999","5","Karnataka","Dakshina Kannada","0.0","1.0","0.0","16.0","473.0","827.0","1501.0","693.0","210.0","502.0","35.0","1.0","4259.0"
"80","2000","5","Karnataka","Dakshina Kannada","36.0","0.0","0.0","52.0","249.0","1151.0","773.0","724.0","247.0","272.0","30.0","6.0","3540.0"
"80","2001","5","Karnataka","Dakshina Kannada","0.0","1.0","0.0","110.0","217.0","1104.0","1101.0","774.0","191.0","271.0","120.0","0.0","3889.0"
"80","2002","5","Karnataka","Dakshina Kannada","0.0","28.0","0.0","51.0","232.0","668.0","621.0","653.0","224.0","596.0","59.0","0.0","3132.0"
"80","2003","5","Karnataka","Dakshina Kannada","-1.0","-1.0","-1.0","82.0","21.0","1147.0","1005.0","748.0","177.0","231.0","31.0","0.0","-1.0"
"80","2004","5","Karnataka","Dakshina Kannada","1.0","0.0","16.0","23.0","525.0","849.0","774.0","773.0","160.0","142.0","140.0","0.0","3403.0"
"80","2005","5","Karnataka","Dakshina Kannada","0.0","0.0","16.0","46.0","484.0","969.0","1076.0","654.0","343.0","213.0","26.0","3.0","3830.0"
"80","2006","5","Karnataka","Dakshina Kannada","0.0","0.0","6.0","1.0","625.0","848.0","982.0","685.0","440.0","308.0","139.0","0.0","4034.0"
"80","2007","5","Karnataka","Dakshina Kannada","0.0","0.2","0.2","32.2","93.2","1058.9","994.5","834.1","777.1","222.3","62.9","0.4","4076.0"
"80","2008","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0","53.0","95.0","975.0","815.0","803.0","367.0","190.0","31.0","9.0","3190.0"
"80","2009","5","Karnataka","Dakshina Kannada","0.0","0.0","31.8","29.9","182.2","500.7","1669.3","616.6","580.5","204.9","0.0","0.0","3815.9"
"80","2010","5","Karnataka","Dakshina Kannada","16.0","1.0","4.0","85.0","151.0","826.0","1271.0","785.0","536.0","424.0","351.0","20.0","4471.0"
"80","2011","5","Karnataka","Dakshina Kannada","1.0","1.0","5.0","90.0","88.0","1046.0","1088.0","976.0","530.0","287.0","156.0","4.0","4293.0"
"80","2012","5","Karnataka","Dakshina Kannada","0.0","0.3","1.1","113.0","37.4","749.9","680.8","1127.3","423.8","150.2","90.1","0.9","3374.8"
"80","2013","5","Karnataka","Dakshina Kannada","0.7","25.3","32.5","33.5","102.5","1228.1","1445.5","653.5","379.7","288.3","78.2","16.8","4284.6"
"80","2014","5","Karnataka","Dakshina Kannada","0.0","0.5","1.5","56.3","220.4","496.5","1128.8","1056.9","402.3","254.4","51.0","35.5","3704.1"
"80","2015","5","Karnataka","Dakshina Kannada","1.6","1.8","33.5","96.3","188.8","732.3","1013.1","602.5","214.6","252.1","128.5","24.2","3289.3"
"81","1966","5","Karnataka","Uttara Kannada","0.0","0.0","0.7","6.5","199.0","470.5","1103.7","255.6","309.6","140.2","273.3","83.1","2842.1"
"81","1967","5","Karnataka","Uttara Kannada","0.0","0.0","0.1","25.8","38.5","560.4","1185.5","519.3","199.6","114.6","0.0","3.9","2647.8"
"81","1968","5","Karnataka","Uttara Kannada","0.0","0.0","1.0","46.5","24.9","593.7","1086.9","409.9","217.6","245.0","23.7","0.1","2649.2"
"81","1969","5","Karnataka","Uttara Kannada","0.0","0.0","2.1","39.1","40.7","513.0","1099.2","447.9","431.7","149.4","60.0","3.6","2786.6"
"81","1970","5","Karnataka","Uttara Kannada","0.0","0.0","0.1","28.9","214.8","686.4","1030.9","927.4","276.7","130.6","2.7","0.0","3298.3"
"81","1971","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","19.1","140.6","849.6","768.2","343.8","189.3","46.8","5.3","0.0","2362.7"
"81","1972","5","Karnataka","Uttara Kannada","0.0","0.6","0.3","19.9","93.0","556.7","948.4","343.9","112.9","137.6","32.0","1.7","2246.9"
"81","1973","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","4.4","56.3","630.5","861.5","735.9","145.2","126.7","13.6","1.1","2575.2"
"81","1974","5","Karnataka","Uttara Kannada","0.0","0.0","6.8","21.3","128.2","403.7","1180.9","644.1","287.7","144.1","0.2","0.0","2816.9"
"81","1975","5","Karnataka","Uttara Kannada","0.0","0.0","2.0","2.5","52.6","1122.1","975.0","701.0","471.6","165.0","80.4","0.0","3572.3"
"81","1976","5","Karnataka","Uttara Kannada","0.0","0.0","6.2","11.9","12.0","395.5","1091.2","524.3","289.7","40.4","105.5","0.0","2476.7"
"81","1977","5","Karnataka","Uttara Kannada","0.0","1.7","1.8","18.7","87.7","752.0","1109.8","412.2","291.4","127.2","120.5","0.0","2923.1"
"81","1978","5","Karnataka","Uttara Kannada","0.6","0.0","0.0","19.6","195.8","982.8","1033.7","645.7","173.4","86.0","51.5","4.5","3193.8"
"81","1979","5","Karnataka","Uttara Kannada","0.4","0.4","0.0","8.8","12.5","628.3","713.2","666.3","226.3","105.8","104.2","0.0","2466.2"
"81","1980","5","Karnataka","Uttara Kannada","0.0","0.0","0.1","61.7","15.3","1095.1","834.2","856.2","172.2","37.5","58.0","3.8","3134.2"
"81","1981","5","Karnataka","Uttara Kannada","0.0","0.0","1.2","8.3","27.9","702.9","881.1","1163.6","282.3","86.7","44.2","0.0","3198.2"
"81","1982","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","3.3","47.0","639.3","1298.0","1470.3","132.7","116.4","67.2","0.5","3774.7"
"81","1983","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","0.0","8.6","816.0","1047.1","1100.1","452.3","91.9","25.9","10.5","3552.4"
"81","1984","5","Karnataka","Uttara Kannada","0.3","0.9","6.1","9.0","4.2","844.5","1138.2","556.8","183.1","212.7","1.3","0.0","2957.0"
"81","1985","5","Karnataka","Uttara Kannada","0.7","0.0","0.6","1.1","18.9","816.5","626.2","765.8","99.2","248.3","4.5","1.1","2583.0"
"81","1986","5","Karnataka","Uttara Kannada","0.0","0.0","0.4","1.7","4.3","753.3","664.3","671.4","107.0","51.9","61.3","1.1","2316.8"
"81","1987","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","0.5","38.1","573.6","717.6","591.6","184.2","199.1","26.2","8.6","2339.6"
"81","1988","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","8.3","14.8","529.3","1258.8","822.4","421.4","66.4","0.0","4.6","3126.1"
"81","1989","5","Karnataka","Uttara Kannada","0.0","0.0","5.7","7.0","40.2","865.3","838.1","592.4","190.3","42.8","5.7","0.5","2587.9"
"81","1990","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","5.0","334.0","712.0","830.0","796.0","254.0","251.0","95.0","-1.0","3277.0"
"81","1991","5","Karnataka","Uttara Kannada","1.0","0.0","0.0","21.0","74.0","660.0","1231.0","639.0","73.0","51.0","15.0","-1.0","2765.0"
"81","1992","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","14.0","44.0","762.0","831.0","773.0","205.0","96.0","144.0","0.0","2869.0"
"81","1993","5","Karnataka","Uttara Kannada","-1.0","0.0","2.8","15.9","57.2","429.0","1076.2","460.9","147.9","268.3","37.4","49.5","2545.1"
"81","1994","5","Karnataka","Uttara Kannada","0.0","0.0","8.6","48.2","25.5","786.7","1193.2","608.9","183.4","226.3","12.9","0.0","3093.7"
"81","1995","5","Karnataka","Uttara Kannada","3.0","0.0","0.0","20.0","46.0","334.0","1070.0","525.0","281.0","186.0","20.0","0.0","2485.0"
"81","1996","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","10.0","20.0","646.0","955.0","427.0","175.0","244.0","6.0","33.0","2516.0"
"81","1997","5","Karnataka","Uttara Kannada","0.0","0.0","15.0","20.0","10.0","659.0","1201.0","1038.0","67.0","90.0","64.0","31.0","3195.0"
"81","1998","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","6.0","48.0","682.0","758.0","512.0","370.0","200.0","51.0","2.0","2629.0"
"81","1999","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","3.0","171.0","726.0","1437.0","416.0","139.0","225.0","0.0","0.0","3117.0"
"81","2000","5","Karnataka","Uttara Kannada","4.0","1.0","0.0","12.0","138.0","700.0","901.0","656.0","282.0","115.0","3.0","0.0","2812.0"
"81","2001","5","Karnataka","Uttara Kannada","1.0","0.0","0.0","44.0","71.0","614.0","699.0","493.0","105.0","78.0","6.0","1.0","2112.0"
"81","2002","5","Karnataka","Uttara Kannada","0.0","4.0","0.0","29.0","133.0","758.0","369.0","582.0","120.0","304.0","2.0","0.0","2301.0"
"81","2003","5","Karnataka","Uttara Kannada","-1.0","-1.0","-1.0","28.0","6.0","851.0","868.0","480.0","209.0","165.0","3.0","0.0","-1.0"
"81","2004","5","Karnataka","Uttara Kannada","0.0","0.0","0.0","17.0","280.0","699.0","529.0","733.0","163.0","85.0","30.0","0.0","2536.0"
